customer_id,full_name,gender,birth_date,phone,email,city,region,loyalty_tier,registration_date
CUS02708,Hossam Ibrahim,Male,01/03/1981,1129465805,hossam.ibrahim93@yahoo.com,Cairo,Greater Cairo,Silver,18/01/2022
CUS01511,Ali Ragab,Male,18/10/1993,1199072761,ali.ragab56@yahoo.com,Aswan,Upper Egypt,Bronze,10/06/2022
CUS00255,Magdy Barakat,Male,05/02/1975,1163770881,magdy.barakat22@gmail.com,Cairo,Greater Cairo,Bronze,11/04/2022
CUS00322,Shaimaa Ragab,Female,28/02/1998,1277166896,shaimaa.ragab32@outlook.com,Tanta,Nile Delta,Gold,01/01/2023
CUS02805,Fady Salem,Male,05/05/1995,1246193334,fady.salem20@gmail.com,Alexandria,Alexandria,Bronze,02/03/2021
CUS02938,Suzy Mohamed,Female,09/06/1979,1189868447,suzy.mohamed95@yahoo.com,Alexandria,Alexandria,Platinum,22/09/2020
CUS00706,Hana Ismail,Female,22/12/1989,1089625763,hana.ismail73@hotmail.com,Ismailia,Canal Zone,Bronze,01/09/2021
CUS02271,Nadia Rizk,Female,20/12/1986,1118659744,nadia.rizk62@hotmail.com,Cairo,Greater Cairo,Bronze,16/08/2023
CUS02125,Radwa Ali,Female,14/02/1985,1039737286,radwa.ali88@gmail.com,Ismailia,Canal Zone,Bronze,12/05/2023
CUS02862,Hassan Mohamed,Male,28/03/1973,1082701326,hassan.mohamed1@yahoo.com,Giza,Greater Cairo,Gold,20/08/2022
CUS02590,Emad Fathy,Male,25/01/1998,1140198707,emad.fathy33@hotmail.com,Tanta,Nile Delta,Bronze,05/02/2022
CUS02445,Nadia Amin,Female,16/02/1982,1231347320,nadia.amin79@outlook.com,Giza,Greater Cairo,Bronze,05/07/2023
CUS01452,Dalia Ramadan,Female,08/02/2001,1169880867,dalia.ramadan65@outlook.com,Mansoura,Nile Delta,Silver,08/07/2021
CUS00140,Reem Ali,Female,24/08/1982,1079946108,reem.ali42@yahoo.com,Ismailia,Canal Zone,Silver,18/12/2020
CUS02575,Bassem Badawi,Male,11/08/1991,1145280103,bassem.badawi24@outlook.com,Cairo,Greater Cairo,Bronze,07/06/2020
CUS00582,Hana Ramadan,Female,23/12/1987,1047158689,hana.ramadan37@hotmail.com,Ismailia,Canal Zone,Bronze,07/07/2020
CUS02606,Reem Badawi,Female,01/04/2003,1219554390,reem.badawi76@hotmail.com,Alexandria,Alexandria,Silver,23/11/2023
CUS00810,Karim Gouda,Male,26/08/1976,1296912383,karim.gouda93@yahoo.com,Cairo,Greater Cairo,Silver,13/06/2022
CUS02592,Mohamed Younis,Male,17/07/1992,1193079615,mohamed.younis28@yahoo.com,Hurghada,Red Sea,Gold,05/06/2020
CUS01823,Lobna Attia,Female,20/07/1995,1090607170,lobna.attia37@outlook.com,Mansoura,Nile Delta,Bronze,21/09/2021
CUS01476,Amr Ali,Male,16/04/1981,1161218112,amr.ali22@hotmail.com,Mansoura,Nile Delta,Bronze,18/04/2021
CUS01892,Reem Ibrahim,Female,17/01/1996,1279478250,,Giza,Greater Cairo,Bronze,12/01/2020
CUS01428,Maged Ismail,Male,25/03/1987,1236326944,maged.ismail63@yahoo.com,Port Said,Canal Zone,Silver,21/05/2022
CUS02586,Mohamed Farouk,Male,17/07/1990,1291780371,mohamed.farouk48@outlook.com,Mansoura,Nile Delta,Gold,01/08/2023
CUS00135,Adel Hamdy,Male,05/05/1996,1111416778,adel.hamdy61@gmail.com,Port Said,Canal Zone,Bronze,10/08/2023
CUS00742,Bassem Lotfy,Male,25/09/1971,1137531916,bassem.lotfy42@gmail.com,Giza,Greater Cairo,Bronze,20/09/2023
CUS00965,Magdy Younis,Male,04/08/1972,1135670862,magdy.younis91@hotmail.com,Giza,Greater Cairo,Silver,22/04/2020
CUS00150,Hussein Khalil,Male,13/09/1981,1255300210,hussein.khalil41@hotmail.com,Cairo,Greater Cairo,Silver,25/07/2022
CUS00241,Radwa Ragab,Female,20/10/1978,1029278938,radwa.ragab9@outlook.com,Port Said,Canal Zone,Silver,14/01/2020
CUS01767,Aisha Ismail,Female,25/01/1986,1291142579,aisha.ismail70@gmail.com,Zagazig,Nile Delta,Gold,14/04/2020
CUS01897,Fady Barakat,Male,23/11/1975,1273669065,fady.barakat40@outlook.com,Mansoura,Nile Delta,Bronze,03/11/2023
CUS02322,Maged Ali,Male,07/12/1973,1069565923,maged.ali99@hotmail.com,Tanta,Nile Delta,Bronze,07/05/2020
CUS00175,Ashraf Badawi,Male,20/10/1975,1042844845,ashraf.badawi27@gmail.com,Mansoura,Nile Delta,Silver,02/03/2021
CUS00053,Hoda Amin,Female,03/05/2000,1114661179,hoda.amin80@yahoo.com,Port Said,Canal Zone,Gold,06/08/2020
CUS01147,Ashraf Sayed,Male,26/03/1970,1183421108,ashraf.sayed60@gmail.com,Hurghada,Red Sea,Bronze,21/03/2020
CUS00145,Neveen Attia,Female,17/11/1970,1134901990,neveen.attia42@gmail.com,Giza,Greater Cairo,Silver,17/04/2023
CUS00332,Ayman Mohamed,Male,08/05/1991,1073562365,ayman.mohamed31@gmail.com,Zagazig,Nile Delta,Bronze,21/02/2023
CUS00247,Nader Khalil,Male,05/04/1976,1239677351,nader.khalil68@gmail.com,Giza,Greater Cairo,Bronze,03/08/2023
CUS01972,Mona Saad,Female,08/08/2002,1046897895,mona.saad53@gmail.com,Aswan,Upper Egypt,Bronze,08/12/2023
CUS02485,Ali Gouda,Male,14/01/1977,1126341998,ali.gouda8@hotmail.com,Alexandria,Alexandria,Bronze,04/05/2020
CUS01621,Aisha Ismail,Female,16/07/1976,1284787394,aisha.ismail48@hotmail.com,Alexandria,Alexandria,Bronze,05/11/2023
CUS00558,Tarek Barakat,Male,19/01/1982,1154084020,tarek.barakat78@hotmail.com,Cairo,Greater Cairo,Silver,09/11/2020
CUS00252,Hussein Nasser,Male,16/12/2002,1189105321,hussein.nasser49@outlook.com,Giza,Greater Cairo,Bronze,08/09/2021
CUS01117,Reham Ragab,Female,15/04/1978,1117890314,reham.ragab4@yahoo.com,Cairo,Greater Cairo,Platinum,18/11/2023
CUS01878,Mahmoud Lotfy,Male,26/03/2003,1050393690,mahmoud.lotfy8@hotmail.com,Alexandria,Alexandria,Silver,10/09/2022
CUS02523,Ahmed Ramadan,Male,22/12/1983,1140694296,ahmed.ramadan91@yahoo.com,Giza,Greater Cairo,Platinum,11/03/2023
CUS00212,Ayman Shaaban,Male,08/09/1974,1061596498,ayman.shaaban46@hotmail.com,Tanta,Nile Delta,Silver,02/07/2022
CUS00001,Manar Hamdy,Female,07/10/1977,1283233096,manar.hamdy91@yahoo.com,Giza,Greater Cairo,Silver,27/05/2023
CUS01477,Dina Ibrahim,Female,22/10/1982,1093364164,dina.ibrahim81@yahoo.com,Hurghada,Red Sea,Bronze,13/01/2022
CUS01554,Youssef Ibrahim,Male,22/11/1986,1053254525,,Suez,Canal Zone,Silver,18/11/2023
CUS01296,Salma Barakat,Female,27/12/1987,1145353959,salma.barakat10@hotmail.com,Cairo,Greater Cairo,Platinum,16/05/2020
CUS00566,Ola Younis,Female,23/06/1983,1284036002,ola.younis34@yahoo.com,Alexandria,Alexandria,Gold,02/05/2023
CUS01235,Reham Hassan,Female,18/06/1992,1220610410,reham.hassan34@hotmail.com,Mansoura,Nile Delta,Bronze,12/11/2023
CUS01625,Emad Ragab,Male,17/03/1994,1276643230,emad.ragab21@yahoo.com,Cairo,Greater Cairo,Silver,15/03/2022
CUS02915,Ashraf Gamal,Male,08/05/2000,1273724781,ashraf.gamal82@gmail.com,Cairo,Greater Cairo,Bronze,17/06/2022
CUS00790,Walid Abdallah,Male,04/05/1983,1210378180,,Port Said,Canal Zone,Bronze,07/06/2020
CUS00813,Eman Barakat,Female,13/07/1979,1226501040,eman.barakat42@hotmail.com,Cairo,Greater Cairo,Gold,10/06/2020
CUS00267,Dalia Saad,Female,24/10/1997,1218037180,dalia.saad88@hotmail.com,Tanta,Nile Delta,Gold,11/07/2023
CUS02798,Emad Attia,Male,28/06/2001,1079680430,emad.attia9@outlook.com,Mansoura,Nile Delta,Bronze,10/11/2022
CUS00323,Lobna Khalil,Female,16/01/1970,1190244451,lobna.khalil28@hotmail.com,Mansoura,Nile Delta,Silver,24/03/2020
CUS00033,Heba Wahba,Female,27/11/1978,1120043577,heba.wahba38@hotmail.com,Cairo,Greater Cairo,Gold,23/07/2022
CUS00371,Neveen Lotfy,Female,21/05/2001,1219560913,neveen.lotfy73@yahoo.com,Cairo,Greater Cairo,Silver,09/07/2021
CUS02464,Hassan Hamdy,Male,09/12/2003,1045500468,hassan.hamdy84@yahoo.com,Alexandria,Alexandria,Gold,07/05/2021
CUS00015,Heba Abdallah,Female,09/01/1996,1227030641,heba.abdallah32@outlook.com,Cairo,Greater Cairo,Silver,19/03/2023
CUS00094,Hany Nasser,Male,12/06/1991,1139319229,hany.nasser97@gmail.com,Alexandria,Alexandria,Bronze,12/11/2020
CUS02758,Rania Nasser,Female,28/07/1976,1151971760,rania.nasser45@hotmail.com,Suez,Canal Zone,Bronze,12/04/2020
CUS00880,Mariam Barakat,Female,05/03/1985,1023228017,mariam.barakat7@yahoo.com,Cairo,Greater Cairo,Bronze,02/01/2021
CUS00643,Samir Mansour,Male,23/10/1995,1036658273,samir.mansour34@yahoo.com,Cairo,Greater Cairo,Bronze,12/09/2022
CUS02098,Zeinab Wahba,Female,05/11/1984,1033172968,zeinab.wahba79@hotmail.com,Mansoura,Nile Delta,Gold,02/06/2021
CUS01603,Ali Younis,Male,08/11/1981,1063761226,ali.younis95@outlook.com,Cairo,Greater Cairo,Gold,26/06/2023
CUS01107,Maged Mohamed,Male,24/03/2000,1144327434,maged.mohamed11@outlook.com,Giza,Greater Cairo,Bronze,06/03/2022
CUS00757,Emad Salem,Male,03/04/1979,1261524781,,Mansoura,Nile Delta,Silver,14/04/2021
CUS01076,Nader Gamal,Male,06/02/1983,1289984645,nader.gamal12@gmail.com,Giza,Greater Cairo,Silver,25/04/2023
CUS00431,Nadia Ibrahim,Female,25/03/1970,1229674854,nadia.ibrahim62@gmail.com,Cairo,Greater Cairo,Platinum,14/10/2020
CUS00451,Radwa Hafez,Female,07/03/1989,1166250794,radwa.hafez56@hotmail.com,Hurghada,Red Sea,Silver,18/01/2023
CUS02003,Hossam Badawi,Male,09/02/1980,1094293030,hossam.badawi73@outlook.com,Suez,Canal Zone,Bronze,28/04/2022
CUS01838,Bassem Mahmoud,Male,12/05/1987,1089306711,bassem.mahmoud60@hotmail.com,Giza,Greater Cairo,Bronze,07/04/2022
CUS01689,Mona Amin,Female,12/06/1992,1170597233,,Mansoura,Nile Delta,Bronze,16/02/2023
CUS00692,Essam Younis,Male,17/04/1979,1139045233,essam.younis81@hotmail.com,Giza,Greater Cairo,Silver,04/10/2023
CUS02638,Ashraf Sayed,Male,04/02/1986,1287671828,ashraf.sayed60@yahoo.com,Hurghada,Red Sea,Gold,06/11/2020
CUS01850,Maged Ramadan,Male,16/08/2003,1159138081,,Mansoura,Nile Delta,Bronze,16/02/2022
CUS01430,Heba Zaki,Female,08/06/1983,1028692391,heba.zaki88@yahoo.com,Luxor,Upper Egypt,Gold,20/08/2021
CUS00760,Mohamed Ramadan,Male,11/05/2000,1250341681,mohamed.ramadan39@hotmail.com,Hurghada,Red Sea,Bronze,18/03/2020
CUS00185,Mariam Nasser,Female,13/08/1972,1280107942,mariam.nasser12@hotmail.com,Cairo,Greater Cairo,Silver,04/01/2023
CUS01236,Manar Ahmed,Female,01/08/2001,1048259629,,Giza,Greater Cairo,Bronze,10/06/2022
CUS00204,Ramy Ahmed,Male,02/02/1986,1072279029,ramy.ahmed69@yahoo.com,Suez,Canal Zone,Bronze,23/11/2023
CUS00802,Mahmoud Mansour,Male,07/04/1982,1049594225,mahmoud.mansour16@yahoo.com,Cairo,Greater Cairo,Gold,25/11/2022
CUS00464,Amira Mohamed,Female,17/09/1971,1039032170,amira.mohamed29@gmail.com,Alexandria,Alexandria,Bronze,09/05/2021
CUS01424,Eman Lotfy,Female,18/09/1997,1266214824,eman.lotfy35@yahoo.com,Cairo,Greater Cairo,Gold,24/09/2022
CUS01178,Mariam Mansour,Female,03/08/1995,1240746598,mariam.mansour55@hotmail.com,Cairo,Greater Cairo,Silver,05/06/2023
CUS02415,Dalia Saad,Female,22/09/1973,1223724851,dalia.saad35@hotmail.com,Alexandria,Alexandria,Bronze,25/11/2023
CUS00840,Rana Gouda,Female,01/01/1984,1278974303,,Mansoura,Nile Delta,Platinum,27/02/2020
CUS01396,Fatima Gouda,Female,27/12/1978,1095752856,fatima.gouda22@outlook.com,Aswan,Upper Egypt,Gold,15/08/2023
CUS02555,Amira Mahmoud,Female,07/10/1986,1222574690,amira.mahmoud76@yahoo.com,Cairo,Greater Cairo,Bronze,11/05/2020
CUS02870,Heba Ahmed,Female,16/11/1984,1078209349,heba.ahmed77@outlook.com,Giza,Greater Cairo,Gold,11/10/2021
CUS01914,Amr Amin,Male,19/04/1993,1041050794,amr.amin75@hotmail.com,Giza,Greater Cairo,Bronze,11/07/2020
CUS02820,Youssef Attia,Male,03/10/1981,1190108427,youssef.attia78@yahoo.com,Giza,Greater Cairo,Bronze,18/04/2022
CUS00195,Reham Shaaban,Female,02/05/1978,1183670115,reham.shaaban15@hotmail.com,Giza,Greater Cairo,Silver,14/04/2020
CUS00529,Mariam Mansour,Female,05/02/2002,1089665373,mariam.mansour23@hotmail.com,Cairo,Greater Cairo,Bronze,10/04/2020
CUS02526,Bassem Farouk,Male,16/06/2003,1136925774,bassem.farouk90@gmail.com,Cairo,Greater Cairo,Bronze,10/09/2020
CUS01211,Ahmed Lotfy,Male,09/11/1994,1239768686,ahmed.lotfy97@gmail.com,Giza,Greater Cairo,Gold,21/07/2020
CUS01810,Ahmed Mohamed,Male,11/10/1980,1135907091,ahmed.mohamed9@yahoo.com,Cairo,Greater Cairo,Bronze,28/06/2022
CUS00333,Ali Ali,Male,28/06/1994,1218727939,,Cairo,Greater Cairo,Silver,04/02/2023
CUS02114,Dina Farouk,Female,18/09/2000,1031252809,dina.farouk63@outlook.com,Suez,Canal Zone,Bronze,26/08/2023
CUS02957,Samir Mohamed,Male,04/03/1987,1011264861,,Zagazig,Nile Delta,Bronze,17/08/2023
CUS02345,Eman Ali,Female,24/03/1994,1178826793,eman.ali95@gmail.com,Port Said,Canal Zone,Bronze,26/09/2023
CUS01816,Neveen Ibrahim,Female,16/06/1997,1222522836,neveen.ibrahim9@gmail.com,Ismailia,Canal Zone,Bronze,24/11/2020
CUS00865,Mona Mohamed,Female,23/03/1987,1224643784,mona.mohamed23@outlook.com,Giza,Greater Cairo,Gold,17/10/2023
CUS02224,Aisha Hafez,Female,27/09/1972,1225073447,aisha.hafez91@yahoo.com,Cairo,Greater Cairo,Silver,17/11/2022
CUS01053,Amr Mostafa,Male,14/12/1979,1034031104,,Port Said,Canal Zone,Bronze,20/03/2022
CUS00696,Neveen Ahmed,Female,08/04/2000,1210409797,neveen.ahmed35@hotmail.com,Mansoura,Nile Delta,Gold,20/06/2023
CUS01656,Dalia Rizk,Female,06/03/1990,1134831499,dalia.rizk67@hotmail.com,Port Said,Canal Zone,Bronze,21/12/2021
CUS01939,Rania Nasser,Female,19/11/1979,1059621760,rania.nasser65@gmail.com,Alexandria,Alexandria,Silver,11/02/2020
CUS00046,Hossam Salem,Male,03/12/1991,1056548066,,Mansoura,Nile Delta,Bronze,01/08/2022
CUS02168,Ashraf Mansour,Male,16/11/1983,1038067311,ashraf.mansour97@outlook.com,Cairo,Greater Cairo,Bronze,17/07/2021
CUS00545,Emad Gouda,Male,18/12/1988,1242831540,emad.gouda98@gmail.com,Mansoura,Nile Delta,Platinum,19/04/2023
CUS01426,Hazem Younis,Male,25/03/1985,1264829712,hazem.younis33@hotmail.com,Ismailia,Canal Zone,Platinum,14/12/2021
CUS02169,Amira Mostafa,Female,24/03/1979,1247650461,amira.mostafa90@yahoo.com,Tanta,Nile Delta,Silver,25/09/2021
CUS00417,Neveen Amin,Female,19/04/1987,1121707969,neveen.amin76@yahoo.com,Giza,Greater Cairo,Gold,15/12/2021
CUS01815,Tamer Badawi,Male,01/09/1986,1163610121,tamer.badawi54@yahoo.com,Cairo,Greater Cairo,Gold,08/11/2020
CUS01925,Maged Ahmed,Male,05/04/1973,1164521433,maged.ahmed86@outlook.com,Hurghada,Red Sea,Bronze,28/08/2023
CUS02080,Eman Gouda,Female,03/12/1974,1116579870,eman.gouda57@outlook.com,Hurghada,Red Sea,Silver,21/04/2023
CUS00193,Adel Shaaban,Male,04/10/1974,1290048179,adel.shaaban12@yahoo.com,Suez,Canal Zone,Silver,25/10/2021
CUS02910,Mona Mohamed,Female,24/11/1975,1140195198,mona.mohamed1@outlook.com,Giza,Greater Cairo,Bronze,09/05/2021
CUS02918,Rana Bakr,Female,11/07/1988,1247389079,rana.bakr39@hotmail.com,Aswan,Upper Egypt,Bronze,27/10/2022
CUS00315,Omar Ali,Male,19/08/1996,1185935555,omar.ali78@yahoo.com,Aswan,Upper Egypt,Bronze,21/09/2021
CUS00479,Nader Ahmed,Male,12/05/1998,1016594707,nader.ahmed52@yahoo.com,Ismailia,Canal Zone,Bronze,20/09/2022
CUS00684,Hassan Mansour,Male,03/12/1975,1068112164,,Mansoura,Nile Delta,Bronze,17/11/2022
CUS00355,Zeinab Amin,Female,24/10/1981,1171448654,,Cairo,Greater Cairo,Bronze,28/04/2020
CUS00300,Neveen Gouda,Female,07/10/1980,1121568480,neveen.gouda13@outlook.com,Cairo,Greater Cairo,Bronze,08/05/2023
CUS01507,Akram Mostafa,Male,12/08/1994,1233865861,akram.mostafa40@gmail.com,Alexandria,Alexandria,Platinum,02/12/2020
CUS01365,Sherif Mostafa,Male,06/10/1984,1216060961,,Zagazig,Nile Delta,Bronze,14/01/2021
CUS01243,Ali Abdallah,Male,15/02/1982,1048825894,ali.abdallah32@hotmail.com,Hurghada,Red Sea,Bronze,26/08/2023
CUS02468,Tarek Mohamed,Male,13/03/1995,1239167240,tarek.mohamed98@yahoo.com,Cairo,Greater Cairo,Bronze,11/07/2021
CUS00728,Rania Barakat,Female,17/10/1987,1050714161,rania.barakat28@yahoo.com,Hurghada,Red Sea,Bronze,16/08/2023
CUS02349,Wael Gouda,Male,12/02/1986,1278207429,wael.gouda7@hotmail.com,Alexandria,Alexandria,Silver,28/11/2021
CUS01085,Ghada Ahmed,Female,02/12/1971,1016472544,ghada.ahmed69@yahoo.com,Port Said,Canal Zone,Silver,04/03/2022
CUS00730,Ayman Ali,Male,01/07/1990,1060154780,ayman.ali17@outlook.com,Cairo,Greater Cairo,Silver,28/11/2023
CUS01955,Sara Mohamed,Female,10/03/2001,1128464221,sara.mohamed56@yahoo.com,Sharm El Sheikh,South Sinai,Bronze,28/08/2021
CUS02879,Lobna Rizk,Female,16/03/1994,1142679457,lobna.rizk60@hotmail.com,Alexandria,Alexandria,Bronze,03/11/2023
CUS00843,Mohamed Fathy,Male,20/08/1998,1162443962,mohamed.fathy52@outlook.com,Cairo,Greater Cairo,Bronze,05/10/2021
CUS02346,Yasmin Mostafa,Female,11/10/1999,1228729323,yasmin.mostafa31@gmail.com,Mansoura,Nile Delta,Bronze,13/06/2021
CUS00433,Hossam Farouk,Male,19/02/1994,1266618508,hossam.farouk12@yahoo.com,Mansoura,Nile Delta,Platinum,07/01/2022
CUS02571,Sherif Mahmoud,Male,20/03/1985,1114332363,sherif.mahmoud46@gmail.com,Giza,Greater Cairo,Bronze,12/07/2020
